Ship,Engine,Engine ID,Fuel Pump ID,Time Til Failure (hours),Fuel Tank Feed,Date,Density (kg/m3),Water Reaction Vol Change (ml),Flash Point (celsius),Filter Blocking Tendency,Cloud Point (celsius),Sulphur (%),Colony Forming Units (CFU/ml),Water content (mg/kg)
QNLZ,DG1,QNLZ_DG1,DG1_Pump_3,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_4,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_5,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_6,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_7,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_8,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_9,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_10,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_11,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_12,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_13,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_14,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_15,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_16,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_1,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_2,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_3,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_4,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_5,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_6,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_7,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_8,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_9,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_10,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_11,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_12,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_13,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_14,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_15,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_16,,FWD DG RU,2021-03-01,811.22,1.02,61.93,0.68,0.0,0.247,38.08,71.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_1,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_2,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_3,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_4,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_5,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_6,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_7,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_8,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_9,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_10,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_11,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_12,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_13,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_14,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_15,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_16,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG2,QNLZ_DG2,DG2_Pump_1,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG2,QNLZ_DG2,DG2_Pump_2,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG2,QNLZ_DG2,DG2_Pump_3,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG2,QNLZ_DG2,DG2_Pump_4,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG2,QNLZ_DG2,DG2_Pump_5,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG2,QNLZ_DG2,DG2_Pump_6,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG2,QNLZ_DG2,DG2_Pump_7,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG2,QNLZ_DG2,DG2_Pump_8,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG2,QNLZ_DG2,DG2_Pump_9,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG2,QNLZ_DG2,DG2_Pump_10,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG2,QNLZ_DG2,DG2_Pump_11,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG2,QNLZ_DG2,DG2_Pump_12,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG2,QNLZ_DG2,DG2_Pump_13,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG2,QNLZ_DG2,DG2_Pump_14,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG2,QNLZ_DG2,DG2_Pump_15,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG2,QNLZ_DG2,DG2_Pump_16,,FWD DG RU,2021-04-01,810.73,0.92,61.44,0.47,0.0,0.233,33.07,61.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_1,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_2,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_3,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_4,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_5,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_6,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_7,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_8,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_9,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_10,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_11,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_12,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_13,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_14,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_15,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_16,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_1,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_2,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_3,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_4,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_5,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_6,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_7,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_8,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_9,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_10,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_11,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_12,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_13,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_14,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_15,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG2,QNLZ_DG2,DG2_Pump_16,,FWD DG RU,2021-05-01,810.23,0.81,60.93,0.27,0.0,0.235,28.06,51.12
QNLZ,DG1,QNLZ_DG1,DG1_Pump_1,,FWD DG RU,2021-06-01,809.73,0.72,60.43,0.07,0.0,0.227,23.06,41.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_2,,FWD DG RU,2021-06-01,809.73,0.72,60.43,0.07,0.0,0.227,23.06,41.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_3,,FWD DG RU,2021-06-01,809.73,0.72,60.43,0.07,0.0,0.227,23.06,41.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_4,,FWD DG RU,2021-06-01,809.73,0.72,60.43,0.07,0.0,0.227,23.06,41.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_5,,FWD DG RU,2021-06-01,809.73,0.72,60.43,0.07,0.0,0.227,23.06,41.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_6,,FWD DG RU,2021-06-01,809.73,0.72,60.43,0.07,0.0,0.227,23.06,41.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_7,,FWD DG RU,2021-06-01,809.73,0.72,60.43,0.07,0.0,0.227,23.06,41.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_8,,FWD DG RU,2021-06-01,809.73,0.72,60.43,0.07,0.0,0.227,23.06,41.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_9,,FWD DG RU,2021-06-01,809.73,0.72,60.43,0.07,0.0,0.227,23.06,41.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_10,,FWD DG RU,2021-06-01,809.73,0.72,60.43,0.07,0.0,0.227,23.06,41.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_11,,FWD DG RU,2021-06-01,809.73,0.72,60.43,0.07,0.0,0.227,23.06,41.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_12,,FWD DG RU,2021-06-01,809.73,0.72,60.43,0.07,0.0,0.227,23.06,41.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_13,,FWD DG RU,2021-06-01,809.73,0.72,60.43,0.07,0.0,0.227,23.06,41.14
QNLZ,DG1,QNLZ_DG1,DG1_Pump_14,,FWD DG RU,2021-06-01,809.73,0.72,60.43,0.07,0.0,0.227,23.06,41.14
