Ship,Engine,Engine ID,Fuel Pump ID,Time Til Failure (hours),Fuel Tank Feed,Date,Density (kg/m3),Water Reaction Vol Change (ml),Flash Point (celsius),Filter Blocking Tendency,Cloud Point (celsius),Sulphur (%),Colony Forming Units (CFU/ml),Water content (mg/kg)
QNLZ,DG1,QNLZ_DG1,DG1_Pump_10,13448.76,FWD DG RU,2021-11-01,807.31,1.2,55.42,0.67,0.0,0.0,0.0,78.64
QNLZ,DG2,QNLZ_DG2,DG2_Pump_3,12541.76,FWD DG RU,2021-12-01,806.8,1.11,54.91,0.48,0.0,0.0,0.0,68.64
QNLZ,DG1,QNLZ_DG1,DG1_Pump_10,14163.88,FWD DG RU,2022-01-01,806.31,1.01,54.41,0.28,0.0,0.0,0.0,58.65
QNLZ,DG2,QNLZ_DG2,DG2_Pump_1,15002.36,FWD DG RU,2022-02-01,805.81,0.91,53.92,0.07,0.0,0.0,0.0,48.65
QNLZ,DG2,QNLZ_DG2,DG2_Pump_2,17401.28,FWD DG RU,2022-03-01,805.3,0.82,53.42,0.0,0.0,0.0,0.0,38.65
QNLZ,DG2,QNLZ_DG2,DG2_Pump_6,22969.85,FWD DG RU,2022-04-01,804.81,0.71,52.92,0.0,0.0,0.0,0.0,28.65
QNLZ,DG1,QNLZ_DG1,DG1_Pump_6,23396.1,FWD DG RU,2022-05-01,804.31,0.61,52.42,0.0,0.0,0.0,0.0,18.64
QNLZ,DG2,QNLZ_DG2,DG2_Pump_10,28703.87,FWD DG RU,2022-06-01,803.81,0.51,51.92,0.0,0.0,0.0,0.0,8.65
QNLZ,DG1,QNLZ_DG1,DG1_Pump_8,31332.46,FWD DG RU,2022-07-01,803.31,0.4,51.42,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_3,26267.28,FWD DG RU,2022-08-01,802.82,0.31,50.91,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_3,27222.61,FWD DG RU,2022-09-01,802.29,0.21,50.42,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_8,27971.5,FWD DG RU,2022-10-01,801.81,0.1,49.91,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_5,5822.59,FWD DG RU,2022-11-01,806.18,2.42,63.06,2.61,1.56,0.102,56.37,55.97
QNLZ,DG2,QNLZ_DG2,DG2_Pump_10,26912.14,FWD DG RU,2022-12-01,800.81,0.0,48.91,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_7,24040.98,FWD DG RU,2023-01-01,800.31,0.0,48.41,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_8,32993.6,FWD DG RU,2023-02-01,799.8,0.0,47.91,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_7,27113.0,FWD DG RU,2023-03-01,799.31,0.0,47.42,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_3,24921.5,FWD DG RU,2023-04-01,798.82,0.0,46.91,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_6,24102.25,FWD DG RU,2023-05-01,798.32,0.0,46.42,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_3,30002.96,FWD DG RU,2023-06-01,797.8,0.0,45.92,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_1,32208.7,FWD DG RU,2023-07-01,797.32,0.0,45.42,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_1,31881.71,FWD DG RU,2023-08-01,796.81,0.0,44.91,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_9,25853.17,FWD DG RU,2023-09-01,796.31,0.0,44.41,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_11,29741.33,FWD DG RU,2023-10-01,795.82,0.0,43.91,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_5,29966.19,FWD DG RU,2023-11-01,795.31,0.0,43.41,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_9,30834.47,FWD DG RU,2023-12-01,794.8,0.0,42.92,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_1,26916.01,FWD DG RU,2024-01-01,794.31,0.0,42.42,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_2,26265.32,FWD DG RU,2024-02-01,793.81,0.0,41.92,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_7,26691.22,FWD DG RU,2024-03-01,793.31,0.0,41.41,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_5,25470.29,FWD DG RU,2024-04-01,792.81,0.0,40.91,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_6,29533.04,FWD DG RU,2024-05-01,792.3,0.0,40.42,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_2,34845.59,FWD DG RU,2024-06-01,791.81,0.0,39.91,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_4,26793.61,FWD DG RU,2024-07-01,791.32,0.0,39.41,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_11,29675.34,FWD DG RU,2024-08-01,790.8,0.0,38.91,0.0,0.0,0.0,0.0,0.0
QNLZ,DG2,QNLZ_DG2,DG2_Pump_7,33402.51,FWD DG RU,2024-09-01,790.31,0.0,38.42,0.0,0.0,0.0,0.0,0.0
QNLZ,DG1,QNLZ_DG1,DG1_Pump_2,25767.07,FWD DG RU,2024-10-01,789.81,0.0,37.92,0.0,0.0,0.0,0.0,0.0
QNLZ,DG4,QNLZ_DG4,DG4_Pump_4,9241.8,AFT DG RU,2021-01-01,806.9,1.73,68.36,1.29,2.85,0.159,35.04,51.41
QNLZ,DG3,QNLZ_DG3,DG3_Pump_3,4658.58,AFT DG RU,2021-02-01,813.47,2.45,68.36,1.91,1.3,0.205,52.33,135.83
QNLZ,DG3,QNLZ_DG3,DG3_Pump_6,5510.71,AFT DG RU,2021-03-01,803.24,1.39,62.23,2.2,0.0,0.112,64.02,156.22
QNLZ,DG4,QNLZ_DG4,DG4_Pump_8,5953.64,AFT DG RU,2021-04-01,802.74,1.29,61.73,2.0,0.0,0.098,59.03,146.22
QNLZ,DG3,QNLZ_DG3,DG3_Pump_6,4619.95,AFT DG RU,2021-05-01,802.25,1.2,61.23,1.79,0.0,0.077,54.02,136.23
QNLZ,DG4,QNLZ_DG4,DG4_Pump_3,6544.32,AFT DG RU,2021-06-01,801.75,1.09,60.72,1.59,0.0,0.071,49.03,126.24
QNLZ,DG3,QNLZ_DG3,DG3_Pump_4,6351.02,AFT DG RU,2021-07-01,801.25,0.98,60.22,1.4,0.0,0.064,44.04,116.23
QNLZ,DG4,QNLZ_DG4,DG4_Pump_9,8923.11,AFT DG RU,2021-08-01,800.74,0.89,59.72,1.19,0.0,0.056,39.03,106.24
QNLZ,DG4,QNLZ_DG4,DG4_Pump_12,9197.0,AFT DG RU,2021-09-01,800.24,0.8,59.21,1.0,0.0,0.051,34.02,96.22
QNLZ,DG3,QNLZ_DG3,DG3_Pump_2,9150.0,AFT DG RU,2021-10-01,799.75,0.69,58.72,0.8,0.0,0.032,29.02,86.23
QNLZ,DG4,QNLZ_DG4,DG4_Pump_12,10607.79,AFT DG RU,2021-11-01,799.24,0.59,58.22,0.59,0.0,0.028,24.03,76.23
QNLZ,DG4,QNLZ_DG4,DG4_Pump_2,13739.1,AFT DG RU,2021-12-01,798.75,0.49,57.72,0.4,0.0,0.021,19.04,66.23
QNLZ,DG3,QNLZ_DG3,DG3_Pump_6,11804.85,AFT DG RU,2022-01-01,798.25,0.4,57.23,0.2,0.0,0.005,14.03,56.24
QNLZ,DG3,QNLZ_DG3,DG3_Pump_11,14338.73,AFT DG RU,2022-02-01,797.74,0.29,56.72,0.01,0.0,0.0,9.03,46.22
QNLZ,DG4,QNLZ_DG4,DG4_Pump_6,19077.24,AFT DG RU,2022-03-01,797.25,0.19,56.21,0.0,0.0,0.0,4.03,36.23
QNLZ,DG3,QNLZ_DG3,DG3_Pump_6,20562.24,AFT DG RU,2022-04-01,796.75,0.1,55.73,0.0,0.0,0.0,0.0,26.23
QNLZ,DG3,QNLZ_DG3,DG3_Pump_8,23921.33,AFT DG RU,2022-05-01,796.26,0.0,55.22,0.0,0.0,0.0,0.0,16.24
QNLZ,DG3,QNLZ_DG3,DG3_Pump_11,25664.47,AFT DG RU,2022-06-01,795.75,0.0,54.72,0.0,0.0,0.0,0.0,6.23
QNLZ,DG4,QNLZ_DG4,DG4_Pump_6,29538.96,AFT DG RU,2022-07-01,795.24,0.0,54.22,0.0,0.0,0.0,0.0,0.0
QNLZ,DG3,QNLZ_DG3,DG3_Pump_4,26101.24,AFT DG RU,2022-08-01,794.74,0.0,53.73,0.0,0.0,0.0,0.0,0.0
QNLZ,DG4,QNLZ_DG4,DG4_Pump_8,30057.1,AFT DG RU,2022-09-01,794.25,0.0,53.22,0.0,0.0,0.0,0.0,0.0
QNLZ,DG3,QNLZ_DG3,DG3_Pump_4,35177.36,AFT DG RU,2022-10-01,793.75,0.0,52.72,0.0,0.0,0.0,0.0,0.0
QNLZ,DG3,QNLZ_DG3,DG3_Pump_13,24361.02,AFT DG RU,2022-11-01,793.24,0.0,52.22,0.0,0.0,0.0,0.0,0.0
QNLZ,DG4,QNLZ_DG4,DG4_Pump_10,35396.9,AFT DG RU,2022-12-01,792.74,0.0,51.72,0.0,0.0,0.0,0.0,0.0
QNLZ,DG4,QNLZ_DG4,DG4_Pump_5,26956.81,AFT DG RU,2023-01-01,792.24,0.0,51.22,0.0,0.0,0.0,0.0,0.0
QNLZ,DG4,QNLZ_DG4,DG4_Pump_6,25141.09,AFT DG RU,2023-02-01,791.75,0.0,50.72,0.0,0.0,0.0,0.0,0.0
QNLZ,DG4,QNLZ_DG4,DG4_Pump_14,33627.43,AFT DG RU,2023-03-01,791.25,0.0,50.22,0.0,0.0,0.0,0.0,0.0
QNLZ,DG4,QNLZ_DG4,DG4_Pump_5,24007.18,AFT DG RU,2023-04-01,790.75,0.0,49.72,0.0,0.0,0.0,0.0,0.0
QNLZ,DG3,QNLZ_DG3,DG3_Pump_9,25590.94,AFT DG RU,2023-05-01,790.24,0.0,49.23,0.0,0.0,0.0,0.0,0.0
QNLZ,DG4,QNLZ_DG4,DG4_Pump_7,30605.54,AFT DG RU,2023-06-01,789.75,0.0,48.72,0.0,0.0,0.0,0.0,0.0
QNLZ,DG4,QNLZ_DG4,DG4_Pump_13,24235.02,AFT DG RU,2023-07-01,789.25,0.0,48.22,0.0,0.0,0.0,0.0,0.0
QNLZ,DG3,QNLZ_DG3,DG3_Pump_1,6196.6,AFT DG RU,2023-08-01,815.91,2.41,60.41,2.38,-4.12,0.213,36.32,162.71
QNLZ,DG4,QNLZ_DG4,DG4_Pump_6,30228.87,AFT DG RU,2023-09-01,788.24,0.0,47.21,0.0,0.0,0.0,0.0,0.0
QNLZ,DG4,QNLZ_DG4,DG4_Pump_8,25634.25,AFT DG RU,2023-10-01,787.75,0.0,46.72,0.0,0.0,0.0,0.0,0.0
QNLZ,DG4,QNLZ_DG4,DG4_Pump_11,24662.24,AFT DG RU,2023-11-01,787.25,0.0,46.22,0.0,0.0,0.0,0.0,0.0
QNLZ,DG4,QNLZ_DG4,DG4_Pump_11,34713.14,AFT DG RU,2023-12-01,786.75,0.0,45.72,0.0,0.0,0.0,0.0,0.0
QNLZ,DG3,QNLZ_DG3,DG3_Pump_4,26653.11,AFT DG RU,2024-01-01,786.24,0.0,45.21,0.0,0.0,0.0,0.0,0.0
QNLZ,DG3,QNLZ_DG3,DG3_Pump_15,30667.94,AFT DG RU,2024-02-01,785.75,0.0,44.72,0.0,0.0,0.0,0.0,0.0
QNLZ,DG4,QNLZ_DG4,DG4_Pump_9,31941.2,AFT DG RU,2024-03-01,785.25,0.0,44.22,0.0,0.0,0.0,0.0,0.0
QNLZ,DG4,QNLZ_DG4,DG4_Pump_13,27803.6,AFT DG RU,2024-04-01,784.75,0.0,43.73,0.0,0.0,0.0,0.0,0.0
QNLZ,DG3,QNLZ_DG3,DG3_Pump_10,27272.7,AFT DG RU,2024-05-01,784.25,0.0,43.21,0.0,0.0,0.0,0.0,0.0
QNLZ,DG3,QNLZ_DG3,DG3_Pump_4,35014.83,AFT DG RU,2024-06-01,783.74,0.0,42.72,0.0,0.0,0.0,0.0,0.0
QNLZ,DG3,QNLZ_DG3,DG3_Pump_10,28642.3,AFT DG RU,2024-07-01,783.25,0.0,42.23,0.0,0.0,0.0,0.0,0.0
QNLZ,DG3,QNLZ_DG3,DG3_Pump_4,24053.66,AFT DG RU,2024-08-01,782.74,0.0,41.72,0.0,0.0,0.0,0.0,0.0
QNLZ,DG3,QNLZ_DG3,DG3_Pump_13,32921.04,AFT DG RU,2024-09-01,782.25,0.0,41.22,0.0,0.0,0.0,0.0,0.0
QNLZ,DG3,QNLZ_DG3,DG3_Pump_11,25839.38,AFT DG RU,2024-10-01,781.73,0.0,40.71,0.0,0.0,0.0,0.0,0.0
PWLS,DG1,PWLS_DG1,DG1_Pump_1,5513.98,FWD DG RU,2021-01-01,808.48,0.78,66.43,1.78,0.0,0.119,33.36,127.12
PWLS,DG1,PWLS_DG1,DG1_Pump_10,8219.37,FWD DG RU,2021-02-01,807.99,0.68,65.93,1.56,0.0,0.103,28.37,117.13
PWLS,DG2,PWLS_DG2,DG2_Pump_1,7708.35,FWD DG RU,2021-03-01,807.49,0.58,65.43,1.37,0.0,0.088,23.37,107.12
PWLS,DG2,PWLS_DG2,DG2_Pump_1,9098.8,FWD DG RU,2021-04-01,806.99,0.47,64.93,1.16,0.0,0.073,18.37,97.13
PWLS,DG2,PWLS_DG2,DG2_Pump_10,11660.77,FWD DG RU,2021-05-01,806.49,0.39,64.43,0.95,0.0,0.064,13.37,87.12
PWLS,DG1,PWLS_DG1,DG1_Pump_3,11098.5,FWD DG RU,2021-06-01,805.99,0.28,63.92,0.76,0.0,0.071,8.37,77.12
PWLS,DG1,PWLS_DG1,DG1_Pump_10,16831.09,FWD DG RU,2021-07-01,805.47,0.18,63.43,0.57,0.0,0.051,3.36,67.13
PWLS,DG1,PWLS_DG1,DG1_Pump_5,13459.63,FWD DG RU,2021-08-01,804.98,0.07,62.93,0.37,0.0,0.038,0.0,57.13
PWLS,DG1,PWLS_DG1,DG1_Pump_6,15250.71,FWD DG RU,2021-09-01,804.48,0.0,62.42,0.16,0.0,0.035,0.0,47.12
PWLS,DG2,PWLS_DG2,DG2_Pump_3,19136.8,FWD DG RU,2021-10-01,803.98,0.0,61.92,0.0,0.0,0.027,0.0,37.12
PWLS,DG1,PWLS_DG1,DG1_Pump_4,4749.48,FWD DG RU,2021-11-01,811.49,1.54,66.92,2.46,1.23,0.278,77.64,81.5
PWLS,DG2,PWLS_DG2,DG2_Pump_4,20055.11,FWD DG RU,2021-12-01,802.98,0.0,60.93,0.0,0.0,0.0,0.0,17.12
PWLS,DG1,PWLS_DG1,DG1_Pump_10,22118.8,FWD DG RU,2022-01-01,802.49,0.0,60.43,0.0,0.0,0.0,0.0,7.13
PWLS,DG2,PWLS_DG2,DG2_Pump_6,26622.1,FWD DG RU,2022-02-01,801.99,0.0,59.93,0.0,0.0,0.0,0.0,0.0
PWLS,DG2,PWLS_DG2,DG2_Pump_5,4499.49,FWD DG RU,2022-03-01,818.5,2.42,69.72,2.3,3.53,0.227,53.5,197.9
PWLS,DG1,PWLS_DG1,DG1_Pump_2,26469.27,FWD DG RU,2022-04-01,800.98,0.0,58.93,0.0,0.0,0.0,0.0,0.0
PWLS,DG1,PWLS_DG1,DG1_Pump_6,26353.7,FWD DG RU,2022-05-01,800.49,0.0,58.42,0.0,0.0,0.0,0.0,0.0
PWLS,DG2,PWLS_DG2,DG2_Pump_2,31341.7,FWD DG RU,2022-06-01,799.99,0.0,57.92,0.0,0.0,0.0,0.0,0.0
PWLS,DG1,PWLS_DG1,DG1_Pump_2,35607.38,FWD DG RU,2022-07-01,799.48,0.0,57.43,0.0,0.0,0.0,0.0,0.0
PWLS,DG2,PWLS_DG2,DG2_Pump_6,28390.0,FWD DG RU,2022-08-01,798.98,0.0,56.93,0.0,0.0,0.0,0.0,0.0
PWLS,DG1,PWLS_DG1,DG1_Pump_8,24960.48,FWD DG RU,2022-09-01,798.49,0.0,56.43,0.0,0.0,0.0,0.0,0.0
PWLS,DG2,PWLS_DG2,DG2_Pump_3,24416.97,FWD DG RU,2022-10-01,797.99,0.0,55.93,0.0,0.0,0.0,0.0,0.0
PWLS,DG2,PWLS_DG2,DG2_Pump_6,28842.0,FWD DG RU,2022-11-01,797.49,0.0,55.43,0.0,0.0,0.0,0.0,0.0
PWLS,DG1,PWLS_DG1,DG1_Pump_4,32615.43,FWD DG RU,2022-12-01,796.98,0.0,54.94,0.0,0.0,0.0,0.0,0.0
PWLS,DG1,PWLS_DG1,DG1_Pump_4,32822.59,FWD DG RU,2023-01-01,796.48,0.0,54.42,0.0,0.0,0.0,0.0,0.0
PWLS,DG2,PWLS_DG2,DG2_Pump_2,26569.37,FWD DG RU,2023-02-01,795.98,0.0,53.93,0.0,0.0,0.0,0.0,0.0
PWLS,DG1,PWLS_DG1,DG1_Pump_10,31480.19,FWD DG RU,2023-03-01,795.48,0.0,53.43,0.0,0.0,0.0,0.0,0.0
PWLS,DG2,PWLS_DG2,DG2_Pump_8,33468.28,FWD DG RU,2023-04-01,794.99,0.0,52.93,0.0,0.0,0.0,0.0,0.0
PWLS,DG1,PWLS_DG1,DG1_Pump_1,24828.29,FWD DG RU,2023-05-01,794.49,0.0,52.43,0.0,0.0,0.0,0.0,0.0
PWLS,DG1,PWLS_DG1,DG1_Pump_10,27957.86,FWD DG RU,2023-06-01,793.99,0.0,51.93,0.0,0.0,0.0,0.0,0.0
PWLS,DG1,PWLS_DG1,DG1_Pump_11,23964.14,FWD DG RU,2023-07-01,793.48,0.0,51.42,0.0,0.0,0.0,0.0,0.0
PWLS,DG1,PWLS_DG1,DG1_Pump_4,33129.29,FWD DG RU,2023-08-01,792.99,0.0,50.94,0.0,0.0,0.0,0.0,0.0
PWLS,DG2,PWLS_DG2,DG2_Pump_1,4303.82,FWD DG RU,2023-09-01,814.47,0.84,68.14,2.98,2.71,0.273,44.83,143.48
PWLS,DG1,PWLS_DG1,DG1_Pump_1,26320.44,FWD DG RU,2023-10-01,791.98,0.0,49.94,0.0,0.0,0.0,0.0,0.0
PWLS,DG2,PWLS_DG2,DG2_Pump_3,29941.12,FWD DG RU,2023-11-01,791.49,0.0,49.43,0.0,0.0,0.0,0.0,0.0
PWLS,DG2,PWLS_DG2,DG2_Pump_3,30672.83,FWD DG RU,2023-12-01,790.99,0.0,48.93,0.0,0.0,0.0,0.0,0.0
PWLS,DG1,PWLS_DG1,DG1_Pump_3,28004.89,FWD DG RU,2024-01-01,790.48,0.0,48.43,0.0,0.0,0.0,0.0,0.0
PWLS,DG2,PWLS_DG2,DG2_Pump_8,31852.27,FWD DG RU,2024-02-01,789.97,0.0,47.93,0.0,0.0,0.0,0.0,0.0
PWLS,DG2,PWLS_DG2,DG2_Pump_5,26515.16,FWD DG RU,2024-03-01,789.48,0.0,47.44,0.0,0.0,0.0,0.0,0.0
PWLS,DG1,PWLS_DG1,DG1_Pump_2,28975.98,FWD DG RU,2024-04-01,788.98,0.0,46.93,0.0,0.0,0.0,0.0,0.0
PWLS,DG2,PWLS_DG2,DG2_Pump_10,25650.31,FWD DG RU,2024-05-01,788.49,0.0,46.43,0.0,0.0,0.0,0.0,0.0
PWLS,DG1,PWLS_DG1,DG1_Pump_8,24593.69,FWD DG RU,2024-06-01,787.98,0.0,45.93,0.0,0.0,0.0,0.0,0.0
PWLS,DG2,PWLS_DG2,DG2_Pump_11,26978.67,FWD DG RU,2024-07-01,787.48,0.0,45.43,0.0,0.0,0.0,0.0,0.0
PWLS,DG2,PWLS_DG2,DG2_Pump_6,30206.01,FWD DG RU,2024-08-01,786.99,0.0,44.93,0.0,0.0,0.0,0.0,0.0
PWLS,DG1,PWLS_DG1,DG1_Pump_2,34546.07,FWD DG RU,2024-09-01,786.48,0.0,44.43,0.0,0.0,0.0,0.0,0.0
PWLS,DG2,PWLS_DG2,DG2_Pump_8,32258.75,FWD DG RU,2024-10-01,785.98,0.0,43.92,0.0,0.0,0.0,0.0,0.0
PWLS,DG3,PWLS_DG3,DG3_Pump_3,5300.73,AFT DG RU,2021-01-01,815.49,2.11,66.34,2.08,2.24,0.235,91.2,128.83
PWLS,DG3,PWLS_DG3,DG3_Pump_3,4581.5,AFT DG RU,2021-02-01,814.98,2.02,65.85,1.87,2.04,0.225,86.21,118.85
PWLS,DG4,PWLS_DG4,DG4_Pump_8,5917.09,AFT DG RU,2021-03-01,814.48,1.93,65.34,1.68,1.84,0.21,81.2,108.84
PWLS,DG4,PWLS_DG4,DG4_Pump_7,6048.38,AFT DG RU,2021-04-01,813.99,1.82,64.83,1.47,1.64,0.208,76.21,98.85
PWLS,DG4,PWLS_DG4,DG4_Pump_10,5909.65,AFT DG RU,2021-05-01,813.48,1.72,64.35,1.27,1.44,0.198,71.21,88.85
PWLS,DG3,PWLS_DG3,DG3_Pump_8,6554.57,AFT DG RU,2021-06-01,812.98,1.62,63.84,1.09,1.24,0.182,66.21,78.84
PWLS,DG3,PWLS_DG3,DG3_Pump_14,7390.24,AFT DG RU,2021-07-01,812.49,1.53,63.34,0.88,1.05,0.168,61.21,68.85
PWLS,DG4,PWLS_DG4,DG4_Pump_13,7040.38,AFT DG RU,2021-08-01,811.99,1.43,62.84,0.67,0.84,0.169,56.21,58.84
PWLS,DG4,PWLS_DG4,DG4_Pump_2,7654.4,AFT DG RU,2021-09-01,811.48,1.33,62.34,0.47,0.65,0.151,51.2,48.84
PWLS,DG4,PWLS_DG4,DG4_Pump_1,9372.29,AFT DG RU,2021-10-01,810.98,1.22,61.84,0.28,0.44,0.143,46.2,38.84
PWLS,DG4,PWLS_DG4,DG4_Pump_8,9443.71,AFT DG RU,2021-11-01,810.49,1.12,61.34,0.08,0.25,0.132,41.2,28.85
PWLS,DG4,PWLS_DG4,DG4_Pump_1,12295.11,AFT DG RU,2021-12-01,809.99,1.03,60.84,0.0,0.05,0.126,36.2,18.84
PWLS,DG3,PWLS_DG3,DG3_Pump_4,12847.66,AFT DG RU,2022-01-01,809.49,0.92,60.34,0.0,0.0,0.12,31.21,8.86
PWLS,DG3,PWLS_DG3,DG3_Pump_1,14007.21,AFT DG RU,2022-02-01,808.98,0.82,59.84,0.0,0.0,0.106,26.21,0.0
PWLS,DG4,PWLS_DG4,DG4_Pump_1,16976.11,AFT DG RU,2022-03-01,808.49,0.73,59.34,0.0,0.0,0.08,21.21,0.0
PWLS,DG4,PWLS_DG4,DG4_Pump_15,22447.64,AFT DG RU,2022-04-01,807.98,0.63,58.84,0.0,0.0,0.082,16.21,0.0
PWLS,DG4,PWLS_DG4,DG4_Pump_14,25503.23,AFT DG RU,2022-05-01,807.49,0.53,58.34,0.0,0.0,0.072,11.21,0.0
PWLS,DG4,PWLS_DG4,DG4_Pump_12,21440.73,AFT DG RU,2022-06-01,806.98,0.42,57.84,0.0,0.0,0.065,6.21,0.0
PWLS,DG3,PWLS_DG3,DG3_Pump_12,33449.56,AFT DG RU,2022-07-01,806.49,0.32,57.35,0.0,0.0,0.052,1.22,0.0
PWLS,DG3,PWLS_DG3,DG3_Pump_4,5598.98,AFT DG RU,2022-08-01,811.5,1.03,63.49,2.22,-6.78,0.136,89.8,88.74
PWLS,DG4,PWLS_DG4,DG4_Pump_8,31926.76,AFT DG RU,2022-09-01,805.49,0.13,56.34,0.0,0.0,0.039,0.0,0.0
PWLS,DG3,PWLS_DG3,DG3_Pump_12,4382.85,AFT DG RU,2022-10-01,803.9,1.03,67.76,2.88,-0.14,0.284,13.78,199.64
PWLS,DG3,PWLS_DG3,DG3_Pump_8,33357.72,AFT DG RU,2022-11-01,804.49,0.0,55.34,0.0,0.0,0.012,0.0,0.0
PWLS,DG4,PWLS_DG4,DG4_Pump_5,31000.38,AFT DG RU,2022-12-01,803.98,0.0,54.83,0.0,0.0,0.005,0.0,0.0
PWLS,DG4,PWLS_DG4,DG4_Pump_11,29517.24,AFT DG RU,2023-01-01,803.48,0.0,54.33,0.0,0.0,0.0,0.0,0.0
PWLS,DG4,PWLS_DG4,DG4_Pump_3,31440.77,AFT DG RU,2023-02-01,802.98,0.0,53.85,0.0,0.0,0.0,0.0,0.0
PWLS,DG3,PWLS_DG3,DG3_Pump_13,27796.82,AFT DG RU,2023-03-01,802.48,0.0,53.35,0.0,0.0,0.0,0.0,0.0
PWLS,DG4,PWLS_DG4,DG4_Pump_4,31194.65,AFT DG RU,2023-04-01,801.98,0.0,52.84,0.0,0.0,0.0,0.0,0.0
PWLS,DG4,PWLS_DG4,DG4_Pump_2,28138.53,AFT DG RU,2023-05-01,801.49,0.0,52.34,0.0,0.0,0.0,0.0,0.0
PWLS,DG3,PWLS_DG3,DG3_Pump_8,26223.11,AFT DG RU,2023-06-01,800.98,0.0,51.84,0.0,0.0,0.0,0.0,0.0
PWLS,DG3,PWLS_DG3,DG3_Pump_2,27857.01,AFT DG RU,2023-07-01,800.48,0.0,51.35,0.0,0.0,0.0,0.0,0.0
